id,title,poster,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,rating_float_scaled,users_rating_scaled,votes_scaled,runtime_scaled,genre_Action_scaled,genre_Adventure_scaled,genre_Animation_scaled,genre_Biography_scaled,genre_Comedy_scaled,genre_Crime_scaled,genre_Drama_scaled,genre_History_scaled,genre_Horror_scaled,genre_Romance_scaled,genre_Thriller_scaled,languages_Dutch_scaled,languages_English_scaled,languages_Indonesian_scaled,languages_Minangkabau_scaled,trailer_url
131,Bodyguard Ugal-Ugalan,https://m.media-amazon.com/images/M/MV5BY2Y1ZjNlMDYtYzkyYS00ODlkLTkwZTQtZjUzYzJmZjVlNzZmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,Syahrini's life began to be disrupted when he began to get a lot of terror from strangers and threatened the safety and preparation of his solo concert.,Comedy,13+,5.7,52,Indonesian,Irham Acho Bahtiar,"['Syahrini', 'Tamara Blezinski', 'Boris Bokir', 'Muhadkly Acho', 'Lolox', 'Anyun Cadel', 'Melayu Nicole', 'Ririn Ekawati', 'Melanie Ricardo', 'Chika Jessica', nan, nan, nan, nan, nan]",91,13,-0.064632138,-0.517189082,-0.11906046,-0.55423851,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
132,DOA (Doyok-Otoy-Ali Oncom): Cari Jodoh,https://m.media-amazon.com/images/M/MV5BZDQzODA2NjAtYTg2Ny00M2Q0LWJmMWMtMDU5NzFhN2RhZGRkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Doyok, Otoy, and Ali Oncom are three unemployed buddies, each of them had a unique character and hilarious behavior. The adventure began when they agreed to find a match for Doyok who has ...",Comedy,13+,6.1,54,Indonesian,Anggy Umbara,"['Fedi Nuril', 'Pandji Pragiwaksono', 'Dwi Sasono', 'Nirina Zubir', 'Titi Kamal', 'Laura Basuki', 'Jihane Almira', 'Opie Kumis', 'T.M. Tarsan', 'Ence Bagus', nan, nan, nan, nan, nan]",83,13,-0.064632138,-0.219590211,-0.118912653,-1.10208884,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
133,Danur 2: Maddah,https://m.media-amazon.com/images/M/MV5BODA2MmUwMzUtYmU5ZS00ZjI4LTllZTctNGIyMmY3NDEwNDFmXkEyXkFqcGc@._V1_QL75_UX130.5_.jpg,2018,A girl who has 3 ghost friends now lives with her sister who is getting embarrassed with the girl's ability to see ghosts.,Horror,17+,5.7,354,Indonesian,Awi Suryadi,"['Prilly Latuconsina', 'Sandrinna Michelle', 'Shawn Adrian Khulafa', 'Sophia Latjuba', 'Bucek Depp', 'Gamaharitz', 'Kevin Bzezovski', 'Alexander Bain', 'Matt White', 'Justin Rossi', 'Elena V. Holovcsak', 'Annov Hari Prabowo', 'Carolina Passoni Fattori', 'Arjan Onderdenwijngaard', 'Risa Saraswati']",92,17,0.741014979,-0.517189082,-0.096741656,-0.485757219,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
134,Dear Nathan Hello Salma,https://m.media-amazon.com/images/M/MV5BNmIzZDYzMTgtYmZlYS00MDI1LWE3MGMtYzQ0YzU3ODVkNjdlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Sequel to the 2017 movie ""Dear Nathan"" follows the continued relationship between two young people in love.",Drama,13+,8,195,Indonesian,Indra Gunawan,"['Jefri Nichol', 'Amanda Rawles', 'Susan Sameh', 'Devano Danendra', 'Surya Saputra', 'Karina Suwandhi', 'Gito Gilas', 'Diandra Agatha', 'Sonia Alexa', 'Zoe Abbas Jackson', 'Rendi Jhon', 'Ozan Arkananta', 'Talu Prussia', 'Bramanta Sadhu', 'Firman Ferdiansyah']",101,13,-0.064632138,1.194004423,-0.108492285,0.130574402,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
135,Dilan 1990,https://m.media-amazon.com/images/M/MV5BNzVhNGY3NGMtODgzNS00ZjI4LWI1MDgtNjM0OTNjYmNiOTAyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Milea (Vanesha Prescilla) met with Dilan (Iqbaal Ramadhan) at a high school in Bandung in 1990. An unusual introduction brings Milea to know the uniqueness of Dilan who is smart, kind, and romantic in her eyes.",Drama,13+,7.3,2799,Indonesian,Pidi Baiq,"['Iqbaal Dhiafakhri Ramadhan', 'Vanesha Prescilla', 'Yoriko Angeline', 'Gusti Rayhan', 'Zulfa Maharani', 'Giulio Parengkuan', 'Stefhani Zamora Husen', 'Debo Andryos', 'Omara N. Esteghlal', 'Brandon Salim', 'Refal Hady', 'Adhisty Zara', 'Iang Darmawan', 'Farhan', 'Ayu Inten']",127,13,-0.064632138,0.6732064,0.083951969,1.911087975,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
136,Dimsum Martabak,https://m.media-amazon.com/images/M/MV5BNzVkNWE2ODEtM2E5Yy00MTMwLTlhYTQtNjdkMzRiODc5YjdhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,Mona (Ayu Ting Ting) works at the Chinese restaurant which serves Dimsum as its main menu. her boss's wife was jealous until Mona was fired. Mona was forced to find another job until she meets a young entrepreneur named Soga (Boy William).,Comedy,13+,6.2,63,Indonesian,Andreas Sullivan,"['Ayu Ting Ting', 'Boy William', 'Meriam Bellina', 'Muhadkly Acho', 'Denira Wiraguna', 'Tyas Mirasih', 'Ferry Salim', 'Olga Lydia', 'Kin Wah Chew', 'Elkie Kwee', 'Stella Cornelia', 'Henky Solaiman', 'Anyun Cadel', 'Fico Fachriza', 'Lena Magdalena']",98,13,-0.064632138,-0.145190494,-0.118247523,-0.074869471,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
137,Generasi Micin,https://m.media-amazon.com/images/M/MV5BMjM2MmMzODctZDVjNy00YWI2LTlhNDMtMjFmNDA5YzU4ZTc4XkEyXkFqcGc@._V1_QL75_UX150_.jpg,2018,"For Kevin (Kevin Anggara), school is a boring place. He only has three best friends in his class. One day, Kevin found a mysterious website that challenged him to do naughty things at school.",Comedy,13+,6.4,72,Indonesian,Fajar Nugros,"['Kevin Anggara', 'Clairine Clay', 'Morgan Oey', 'Joshua Suherman', 'Teuku Ryzki', 'Kamasean Matthews', 'Ari Irham', 'Jennifer Coppen', 'Ferry Salim', 'Melissa Karim', 'Cut Mini Theo', 'Yuven', 'Mathias Muchus', 'Hifdzi Khoir', 'Ricky Wattimena']",88,13,-0.064632138,0.003608942,-0.117582394,-0.759682384,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
138,Gentayangan,https://m.media-amazon.com/images/M/MV5BOGM4MjQxYjktOGIzZi00NmQ0LTkxYzctZGVjYWNlZDhkMmQyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Abimanyu Karindra has no choice but to bring his wife, Sofia and their two children and his sister Sheila to settle in a parent's hotel in a mountain valley hundreds of kilometers from Jakarta, after being declared bankrupt by the court.",Horror,13+,4.8,19,Indonesian,Shyam Ramsay,"['Baim Wong', 'Nadine Alexandra', 'Chris Laurent', 'Jelita Callebaut', 'Bima Azriel', 'Marsha Aurelia', 'Haydar Salishz', 'Brianna Simorangkir', 'Windy Dwiapsari', 'Fuad Idris', nan, nan, nan, nan, nan]",84,13,-0.064632138,-1.18678654,-0.12149927,-1.033607549,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
139,Gila Lu Ndro,https://m.media-amazon.com/images/M/MV5BZGFhZTRlMzItYmE2ZC00NDRhLWIwOGYtNjcwYWE1OWZkYjJhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Indro (Tora Sudiro) encounters with Al, an alien (Indro Warkop) who is visiting Earth and hope that he can find peace on earth and bring that peace back to his planet which is always tinged with conflicts, gaps, and other social problems.",Comedy,13+,5.2,49,Indonesian,Herwin Novianto,"['Tora Sudiro', 'Indro Warkop', 'Mieke Amalia', 'M. Adhiyat', 'Hifdzi Khoir', 'Indra Jegel', 'Arie Kriting', 'Rachman Avri', 'David Nurbianto', 'Alex Abbad', 'Arafah Rianti', 'Sadana Agung Sulistya', 'Yoriko Angeline', 'Zulfa Maharani', 'Aci Resti']",79,13,-0.064632138,-0.88918767,-0.11928217,-1.376014005,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
140,Hanum & Rangga: Faith & The City,https://m.media-amazon.com/images/M/MV5BYzMwMTEzZWQtYTk3YS00MzcxLWI0OWYtYTUyZWY1ZTQyZjU3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,A love story about a dentist's struggle with her husband.,Drama,13+,1.2,3490,Indonesian,Benni Setiawan,"['Acha Septriasa', 'Rio Dewanto', 'Arifin Putra', 'Titi Kamal', 'Alex Abbad', 'Ciara Nadine Brosnan', 'Ayu Dewi', 'Tyson Lynch', 'Alexandra Gottardo', 'Timo Scheunemann', 'Elena V. Holovcsak', 'Suheil Bisyir', 'Jennifer Lepas', 'Andy Yue', 'Alice Norin']",90,13,-0.064632138,-3.865176373,0.135019166,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
141,Insya Allah Sah 2,https://m.media-amazon.com/images/M/MV5BNDM0ZDQyNGQtZDY1NS00YThkLWIxMDMtZGI2MGEzYTI5MGNjXkEyXkFqcGc@._V1_QL75_UX130.5_.jpg,2018,"Raka (Pandji Pragiwaksono) is now trapped in an online taxi with Gani (Donny Alamsyah), a fugitive who just escaped from prison. Both of them must go through a journey full of comedy action and unexpected situations.",Action,13+,7.2,42,Indonesian,Anggy Umbara,"['Pandji Pragiwaksono', 'Donny Alamsyah', 'Luna Maya', 'Miller Khan', 'Ray Sahetapy', 'Nirina Zubir', 'Tanta Ginting', 'Dewi Yull', 'Meriam Bellina', 'Titiek Sandhora', 'Henky Solaiman', 'Ingrid Widjanarko', 'T.M. Tarsan', 'T. Rifnu Wikana', 'Ence Bagus']",91,13,-0.064632138,0.598806682,-0.119799493,-0.55423851,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
142,Jaga Pocong,https://m.media-amazon.com/images/M/MV5BOGUxNmI2NjMtZDk4NS00NzFjLTlhYjItNmQ5NWMxZmYzZTI0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Mila is a nurse, could not refuse when assigned to take care for Sulastri at her house. When she arrives at Sulastri's house, it turns out that Sulastri has died.",Horror,17+,6.9,140,Indonesian,Hadrah Daeng Ratu,"['Acha Septriasa', 'Zack Lee', 'Aqilla Herby', 'Jajang C. Noer', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",83,17,0.741014979,0.37560753,-0.112556968,-1.10208884,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
143,Jailangkung 2,https://m.media-amazon.com/images/M/MV5BY2M4NTUyNWUtNjJiZC00NTZlLWEyYmQtM2VjMTlmNTRjMzUyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,A girl watched an old videotape owned by his father who had communicated with her mother's deceased spirit using Jailangkung. She then assembles her own Jailangkung and plays it in hope also to communicate with her deceased mother.,Horror,13+,4,109,Indonesian,Rizal Mantovani,"['Amanda Rawles', 'Jefri Nichol', 'Hannah Al Rashid', 'Lukman Sardi', 'Gabriella Quinlyn', 'Deddy Sutomo', 'Ratna Riantiarno', 'Frans Nicholas', 'Naufal Samudra Weichert', nan, nan, nan, nan, nan, nan]",83,13,-0.064632138,-1.781984281,-0.114847971,-1.10208884,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
144,Jaran Goyang,https://m.media-amazon.com/images/M/MV5BOTU1YTJjM2EtYWFhYS00MDA4LThmODAtYzM3ZTc0ZDEzYzZmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"A gardener named Dirga fell in love with a sworddut named Elena. But his love was rejected by Elena who already had a girlfriend, Robert. Dirga killed Robert and asked Jaran Goyang black ...",Horror,13+,4.7,16,Indonesian,Findo Purwono,"['Cut Meyriska', 'Ajun Perwira', 'Nova Eliza', 'Mudy Taylor', 'Dian Aditya', 'Lia Ladysta', 'Iva Novanda', nan, nan, nan, nan, nan, nan, nan, nan]",79,13,-0.064632138,-1.261186258,-0.12172098,-1.376014005,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
145,Kafir: Bersekutu dengan Setan,https://m.media-amazon.com/images/M/MV5BNDU1MTMwYmItOGY4Yi00YjkzLTg1YjQtY2Y4MzA5MDkzNDliXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,A family is being haunted by some strange happenings after the death of the father.,Drama,17+,7,367,Indonesian,Azhar Kinoi Lubis,"['Putri Ayudya', 'Sujiwo Tejo', 'Indah Permatasari', 'Rangga Azof', 'Nadya Arina', 'Nova Eliza', 'Teddy Syah', 'Slamet Ambari', 'Djenar Maesa Ayu', 'Dolly Martin', 'Oce Permatasari', 'Yayu A.W. Unru', 'Laksmi Notokusumo', 'Antar', nan]",97,17,0.741014979,0.450007247,-0.095780913,-0.143350763,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
146,Keluarga Cemara,https://m.media-amazon.com/images/M/MV5BZTQ3Zjk0ZWItMmI4Yi00NWU0LWIzM2YtMGViZTY3Y2JlNTc0XkEyXkFqcGc@._V1_QL75_UX262.5_.jpg,2018,"After the bankruptcy, Abah loses his house and all of his treasures. He also loses his case in the court, hence his family is threatened to live in poverty forever. Abah then had to get used to his new life along with his little family.",Drama,SU,7.9,558,Indonesian,Yandy Laurens,"['Nirina Zubir', 'Ringgo Agus Rahman', 'Adhisty Zara', 'Widuri Sasono', 'Asri Welas', 'Yasamin Jasem', 'Maudy Koesnaedi', 'Andrew Trigg', 'Kafin Sulthan', 'Abdurrahman Arif', 'Gading Marten', 'Ariyo Wahab', 'Joshia Frederico', 'Widi Mulia', 'Arswendi Nasution']",110,0,-2.682985269,1.119604705,-0.081665378,0.746906024,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
147,Kesempatan Kedu(d)a,https://m.media-amazon.com/images/M/MV5BMTZiYTI5NzAtMmI1Mi00NWI1LWI2ZDgtYTM3Zjc2MDFjYzc2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Abi (Raffi Ahmad) is a corporate slave. His wife, Maya (Dinda Kanya Dewi), a super ambitious career woman, has an affair with Abi's boss.",Comedy,13+,7,8,Indonesian,Awi Suryadi,"['Raffi Ahmad', 'Zizan Razak', 'Cut Meyriska', 'Marsha Aruan', 'Bastian Steel', 'Aqilla Herby', 'Nagita Slavina', 'Ayu Ting Ting', 'Hotman Paris Hutapea', 'Dicky Chandra', 'Dinda Kanyadewi', 'Muhammad Farhan', 'Ira Maya Sopha', 'Mo Sidik', 'Jarwo Kwat']",99,13,-0.064632138,0.450007247,-0.122312206,-0.00638818,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
148,Koki-Koki Cilik,https://m.media-amazon.com/images/M/MV5BMWI4MzhmZWQtODVmOS00OTk4LWFiYTktZWM3NTNlZDliMjI5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"A child from an underprivileged family managed to take part in the very prestigious and expensive Cooking Camp program. With all his shortcomings, he must challenge the cuisine of Chef Grant and compete with the other little chefs.",Drama,SU,7.3,35,Indonesian,Ifa Isfansyah,"['Morgan Oey', 'Ringgo Agus Rahman', 'Faras Fatik', 'Chloe Xaviera', 'Adi Kurdi', 'Aura Kasih', 'Fanny Fabriana', 'Alif Lubis', 'Marcello', 'Ali Fikry', 'Patrick Milligan', 'Cole Gribble', 'Clay Gribble', 'Romaria Simbolon', 'Clarice Cutie']",91,0,-2.682985269,0.6732064,-0.120316817,-0.55423851,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
149,Kucumbu Tubuh Indahku,https://m.media-amazon.com/images/M/MV5BYzUyZmY5N2MtYjY3Zi00ZTcxLTllZGYtNDQ5Nzk5MTNhM2I2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"A pre-teen boy who abandoned by his father joins a Lengger dance center where men assume feminine appearances, but the political and social upheaval in Indonesia forces him to move away and meet with remarkable people on his journey.",Drama,17+,7.5,337,Indonesian,Garin Nugroho,"['Muhammad Khan', 'Raditya Evandra', 'Rianto', 'Sujiwo Tejo', 'T. Rifnu Wikana', 'Randy Pangalila', 'Whani Darmawan', 'Dorothea Quin Haryati', 'Endah Laras', 'Mbok Tun', 'Cahwati Sugiarto', 'Fajar Suharno', 'Windarti', 'Anneke Fitriani', 'Anja Lilani Ariella']",105,17,0.741014979,0.822005835,-0.097998013,0.404499567,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
150,Kulari ke Pantai,https://m.media-amazon.com/images/M/MV5BOGQzNWVhMzUtYTRjOC00ZjdiLTk2OTctMWEzOWQxMzMzMjIxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,Two girls in their early teens embark on a road trip with one of the girl's mother.,Adventure,SU,7.8,201,Indonesian,Riri Riza,"['Maisha Kanna', ""Lil'li Latisha"", 'Marsha Timothy', 'Varun Tandjung', 'Suku Dani', 'Edward Suhadi', 'Francy', 'Ligwina Hananto', 'Praz Teguh', 'Yudha Khan', 'Mo Sidik', 'Fadlan Ridzal', 'M. Adhiyat', 'Ibnu Jamil', 'Dodit Mulyanto']",112,0,-2.682985269,1.045204988,-0.108048865,0.883868606,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
151,Liam dan Laila,https://m.media-amazon.com/images/M/MV5BOWE3MTA1ZGYtNmU0Yy00ZWZjLWFlYWMtNmZjMzE0Mzk1NzZlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Liam a young French man, falls in love with an Indonesian Laila.",Drama,13+,7.5,11,Minangkabau,Arief Malinmudo,"['Nirina Zubir', 'Jonatan Cerrada', 'David Chalik', 'Praz Teguh', 'Gilang Dirga', 'Upiak Isil', 'Irfan Guchi', 'Linda Zubir', 'Yusril Katil', 'Arzul Jamaan', 'Mitos Saandiko', 'Yassir Hidayat', 'Yuniarni', 'Bima Jousant', 'Melfi Abra']",94,13,-0.064632138,0.822005835,-0.122090496,-0.348794636,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,-5.07937004,16.34013464,
152,Love for Sale,https://m.media-amazon.com/images/M/MV5BZTAwMTcyMDQtMGUzZC00NDg3LWJkYTktY2IyMzczY2U0ODViXkEyXkFqcGc@._V1_QL75_UX249_.jpg,2018,A mature single man is challenged by his friends to bring a girlfriend to his wedding. He doesn't want to be embarrassed and forced to use the dating site which then brings him to a girl that can accompany him to the wedding.,Drama,21+,7.4,792,Indonesian,Andibachtiar Yusuf,"['Gading Marten', 'Della Dartyan', 'Verdi Solaiman', 'Adriano Qalbi', 'Sabrina Rochelle', 'Albert Halim', 'Rukman Rosadi', 'Vanda Mutiara', 'Bowie Budianto', 'Hanif Reyzel', 'Natalius Chendana', 'Rizky Mocil', 'Cita Maharani', 'Ryoichi Adityo', 'Khiva Iskak']",100,21,1.546662096,0.747606117,-0.064372001,0.062093111,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
153,Meet Me After Sunset,https://m.media-amazon.com/images/M/MV5BMmMyOGE1MWUtZmZlYi00YThjLTk0YzctMTNjNjkxMTk4YmFjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"A bizarre love triangle between the Sun, the Moon, and the Star.",Drama,13+,8,53,Indonesian,Danial Rifki,"['Maxime Bouttier', 'Agatha Chelsea', 'Billy Davidson', 'Yudha Keling', 'Iszur Muchtar', 'Febby Febiola', 'I.B. Made Oka Sugawa', 'Marini', 'Margin Wieheerm', 'Ciccio Manassero', 'Deanda Puteri', nan, nan, nan, nan]",96,13,-0.064632138,1.194004423,-0.118986557,-0.211832054,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
154,Menunggu Pagi,https://m.media-amazon.com/images/M/MV5BMTZhZmMwNDMtMDIwMC00OWQyLWJlMTYtYWIwY2RlMjc4YTlkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"For Bayu (Arya Saloka) who owns a vinyl store in the Santa area, the desire to go to the biggest annual Djakarta Warehouse Project (DWP) music festival is not a priority.",Drama,17+,7.4,21,Indonesian,Teddy Soeriaatmadja,"['Arya Saloka', 'Arya Vasco', 'Aurélie Moeremans', 'Juan Bione Subiantoro', 'Raka Hutchison', 'Mario Lawalatta', 'Ganindra Bimo', 'Putri Marino', 'Yayu A.W. Unru', 'Natasha Gott', 'Wulandera', 'Nicholas Sada', 'Toddyzilla', 'Mongol Stres', 'Ryma Karimah']",82,17,0.741014979,0.747606117,-0.121351463,-1.170570132,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
155,Message Man,https://m.media-amazon.com/images/M/MV5BYjNkYTliYzEtMjYwNi00MmFjLTg1MTctYTYyNDc3YjVjZWE2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,A retired assassin's past catches up with him and his brutality surfaces as he goes on a final killing spree to make things right.,Action,21+,6,2486,Indonesian,Corey Pearson,"[""Paul O'Brien"", 'Aji Santosa', 'Verdi Solaiman', 'Mario Irwinsyah', 'Agni Pratistha', 'Mike Lewis', 'Alfridus Godfred', 'Ronny P. Tjandra', 'Gary Plant', 'Bran Vargas', 'Denny Baskar', 'Valentine Payen-Wicaksono', 'Epy Kusnandar', 'Patria Sandya Mustika', 'Trisa Triandesa']",91,21,1.546662096,-0.293989929,0.060820229,-0.55423851,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
156,Milly & Mamet: Ini Bukan Cinta & Rangga,https://m.media-amazon.com/images/M/MV5BZDQyYzQyMmItYTY4OC00ODIyLWJiY2UtNTRmNTI5ZTMyZDljXkEyXkFqcGc@._V1_QL75_UX417_.jpg,2018,"Mamet obeyed Milly's request to stop working at a banker bank to raise their children, to work in his in-laws factory to meet Alexandra who again invited her to become a chef at the restaurant of her second dream while in college.",Comedy,13+,7.4,558,Indonesian,Ernest Prakasa,"['Yoshi Sudarso', 'Julie Estelle', 'Dian Sastrowardoyo', 'Adinia Wirasti', 'Ernest Prakasa', 'Pierre Gruno', 'Roy Marten', 'Titi Kamal', 'Dinda Kanyadewi', 'Eva Celia Latjuba', 'Isyana Sarasvati', 'Muhadkly Acho', 'Surya Saputra', 'Sissy Priscillia', 'Aci Resti']",101,13,-0.064632138,0.747606117,-0.081665378,0.130574402,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
157,Moonrise Over Egypt,https://m.media-amazon.com/images/M/MV5BOWViYTU5ODMtOGM2MS00MjZhLWFjMjctMTdhYjdlMDdmOTJjXkEyXkFqcGc@._V1_QL75_UX606_.jpg,2018,"In 1947, the Indonesian first diplomatic mission arrived in Cairo without passport, to gain recognition over Indonesian sovereignty. They were having series of tackles, which putting the fate of Egypt and Indonesia in the hands of traitor.",History,13+,7.5,24,Indonesian,Pandu Adi Putra,"['Reza Anugrah', 'James Dixon', 'Drh Ganda', 'Ina Marika', 'Satria Mulia', 'Vikri Rahmat', 'Amir Sambodo', 'Mark Sungkar', 'Pritt Timothy', 'Bhisma Wijaya', nan, nan, nan, nan, nan]",112,13,-0.064632138,0.822005835,-0.121129753,0.883868606,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,16.34013464,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
